symbol,exchange,date,adjusted close,option symbol,expiration,strike,log(strike),call/put,style,ask,log(ask),bid,log(bid),mean price,log(mean price),iv,volume,log(volume),open interest,log(open interest),stock price for iv,*,delta,vega,gamma,theta,rho
VIX,CBOE,19-12-2019,12.5,VIX   200520C00012000,20-05-2020,12,1.079181246,C,E,5.6,0.748188027,5.4,0.73239376,5.5,0.740362689,0.42961,26,1.414973348,649,2.812244697,17.375,,0.929335,0.015078,0.028238,-0.001831,0.044274
VIX,CBOE,19-12-2019,12.5,VIX   200520C00013000,20-05-2020,13,1.113943352,C,E,4.9,0.69019608,4.7,0.672097858,4.8,0.681241237,0.490857,43,1.633468456,1351,3.130655349,17.375,,0.858225,0.025028,0.041021,-0.003769,0.042205
VIX,CBOE,19-12-2019,12.5,VIX   200520P00013000,20-05-2020,13,1.113943352,P,E,0.45,-0.346787486,0.4,-0.397940009,0.425,-0.37161107,0.476647,4,0.602059991,423,2.626340367,17.375,,-0.136754,0.024421,0.04122,-0.003789,-0.011226
VIX,CBOE,19-12-2019,12.5,VIX   200520C00014000,20-05-2020,14,1.146128036,C,E,4.2,0.62324929,4.1,0.612783857,4.15,0.618048097,0.516617,6,0.77815125,776,2.889861721,17.375,,0.792002,0.03195,0.049756,-0.005185,0.040238
VIX,CBOE,19-12-2019,12.5,VIX   200520P00014000,20-05-2020,14,1.146128036,P,E,0.8,-0.096910013,0.75,-0.124938737,0.775,-0.110698297,0.508106,2,0.301029996,10385,4.016406501,17.375,,-0.205692,0.03174,0.050257,-0.005239,-0.017569
VIX,CBOE,19-12-2019,12.5,VIX   200520C00015000,20-05-2020,15,1.176091259,C,E,3.7,0.568201724,3.5,0.544068044,3.6,0.556302501,0.541048,10,1,968,2.985875357,17.375,,0.724067,0.037262,0.055409,-0.006411,0.037698
VIX,CBOE,19-12-2019,12.5,VIX   200520P00015000,20-05-2020,15,1.176091259,P,E,1.25,0.096910013,1.2,0.079181246,1.225,0.088136089,0.535918,17,1.230448921,1428,3.154728207,17.375,,-0.275144,0.03721,0.055861,-0.006464,-0.024402
VIX,CBOE,19-12-2019,12.5,VIX   200520C00016000,20-05-2020,16,1.204119983,C,E,3.2,0.505149978,3,0.477121255,3.1,0.491361694,0.554688,50,1.698970004,218,2.338456494,17.375,,0.658795,0.040905,0.059331,-0.007265,0.035124
VIX,CBOE,19-12-2019,12.5,VIX   200520P00016000,20-05-2020,16,1.204119983,P,E,1.8,0.255272505,1.7,0.230448921,1.75,0.243038049,0.558107,9,0.954242509,3513,3.54567815,17.375,,-0.341316,0.040911,0.058974,-0.007383,-0.031337
VIX,CBOE,19-12-2019,12.5,VIX   200520C00017000,20-05-2020,17,1.230448921,C,E,2.8,0.447158031,2.7,0.431363764,2.75,0.439332694,0.585273,99,1.995635195,1146,3.059184618,17.375,,0.597517,0.043142,0.059304,-0.008122,0.032171
VIX,CBOE,19-12-2019,12.5,VIX   200520P00017000,20-05-2020,17,1.230448921,P,E,2.4,0.380211242,2.3,0.361727836,2.35,0.371067862,0.578776,100,2,1247,3.095866453,17.375,,-0.403046,0.043157,0.059991,-0.008054,-0.038286
VIX,CBOE,19-12-2019,12.5,VIX   200520C00018000,20-05-2020,18,1.255272505,C,E,2.5,0.397940009,2.4,0.380211242,2.45,0.389166084,0.611147,25,1.397940009,1997,3.300378065,17.375,,0.543107,0.044217,0.058209,-0.008718,0.029492
VIX,CBOE,19-12-2019,12.5,VIX   200520P00018000,20-05-2020,18,1.255272505,P,E,3.1,0.491361694,3,0.477121255,3.05,0.484299839,0.606626,20,1.301029996,3915,3.592731766,17.375,,-0.457738,0.044227,0.058656,-0.008623,-0.04517
VIX,CBOE,19-12-2019,12.5,VIX   200520C00019000,20-05-2020,19,1.278753601,C,E,2.2,0.342422681,2.1,0.322219295,2.15,0.33243846,0.624217,23,1.361727836,1530,3.184691431,17.375,,0.492204,0.044469,0.057314,-0.008975,0.027068
VIX,CBOE,19-12-2019,12.5,VIX   200520P00019000,20-05-2020,19,1.278753601,P,E,3.8,0.579783597,3.7,0.568201724,3.75,0.574031268,0.62152,3,0.477121255,1866,3.270911639,17.375,,-0.508527,0.044467,0.057561,-0.008851,-0.051771
VIX,CBOE,19-12-2019,12.5,VIX   200520C00020000,20-05-2020,20,1.301029996,C,E,2,0.301029996,1.85,0.267171728,1.925,0.284430734,0.643632,35,1.544068044,4445,3.647871765,17.375,,0.448367,0.044104,0.05513,-0.009192,0.024827
VIX,CBOE,19-12-2019,12.5,VIX   200520C00021000,20-05-2020,21,1.322219295,C,E,1.75,0.243038049,1.65,0.217483944,1.7,0.230448921,0.654157,24,1.380211242,5389,3.731508184,17.375,,0.406618,0.043253,0.053196,-0.009174,0.022739
VIX,CBOE,19-12-2019,12.5,VIX   200520C00024000,20-05-2020,24,1.380211242,C,E,1.3,0.113943352,1.2,0.079181246,1.25,0.096910013,0.696824,35,1.544068044,3382,3.529173603,17.375,,0.311613,0.039421,0.045514,-0.008928,0.017695
VIX,CBOE,19-12-2019,12.5,VIX   200520C00025000,20-05-2020,25,1.397940009,C,E,1.2,0.079181246,1.15,0.06069784,1.175,0.070037867,0.719355,1,0,11885,4.074999186,17.375,,0.291406,0.038249,0.042778,-0.008946,0.016524
VIX,CBOE,19-12-2019,12.5,VIX   200520C00030000,20-05-2020,30,1.477121255,C,E,0.8,-0.096910013,0.7,-0.15490196,0.75,-0.124938737,0.765556,18,1.255272505,7549,3.877889425,17.375,,0.196184,0.030851,0.032422,-0.007693,0.011333
VIX,CBOE,19-12-2019,12.5,VIX   200520C00032500,20-05-2020,32.5,1.511883361,C,E,0.65,-0.187086643,0.55,-0.259637311,0.6,-0.22184875,0.78007,84,1.924279286,1170,3.068185862,17.375,,0.161394,0.02728,0.028136,-0.006936,0.009409
VIX,CBOE,19-12-2019,12.5,VIX   200520C00040000,20-05-2020,40,1.602059991,C,E,0.4,-0.397940009,0.35,-0.455931956,0.375,-0.425968732,0.840253,502,2.700703717,7715,3.88733593,17.375,,0.103398,0.020048,0.019196,-0.005495,0.006079
VIX,CBOE,19-12-2019,12.5,VIX   200520C00050000,20-05-2020,50,1.698970004,C,E,0.25,-0.602059991,0.2,-0.698970004,0.225,-0.647817482,0.899221,100,2,2689,3.429590802,17.375,,0.063457,0.013875,0.012414,-0.004073,0.003758
VIX,CBOE,19-12-2019,12.5,VIX   200520C00080000,20-05-2020,80,1.903089987,C,E,0.1,-1,0.05,-1.301029996,0.075,-1.124938737,0.965331,10,1,218,2.338456494,17.375,*,0.016452,0.00457,0.003809,-0.001442,0.001004
VIX,CBOE,19-12-2019,12.5,VIX   200520P00080000,20-05-2020,80,1.903089987,P,E,62.3,1.794488047,62.1,1.7930916,62.2,1.793790385,0.94375,3,0.477121255,415,2.618048097,17.375,*,-0.98596,0.003989,0.0034,0,-0.331087
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00010000,24-12-2019,10,1,C,E,3.46,0.539076099,2.94,0.46834733,3.2,0.505149978,0.939495,63,1.799340549,66,1.819543936,13.075,*,0.990326,0.000424,0.016844,-0.003329,0.001546
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00011000,24-12-2019,11,1.041392685,P,E,0.05,-1.301029996,0.01,-2,0.03,-1.522878745,0.876272,53,1.72427587,4722,3.674125983,13.075,*,-0.051515,0.001728,0.073666,-0.013238,-0.00011
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00011500,24-12-2019,11.5,1.06069784,C,E,1.85,0.267171728,1.5,0.176091259,1.675,0.224014811,0.939495,101,2.004321374,364,2.561101384,13.075,,0.874985,0.003368,0.13393,-0.027586,0.001531
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00011500,24-12-2019,11.5,1.06069784,P,E,0.1,-1,0.06,-1.22184875,0.08,-1.096910013,0.876272,396,2.597695186,572,2.757396029,13.075,,-0.110275,0.003082,0.131388,-0.023609,-0.000237
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00012000,24-12-2019,12,1.079181246,C,E,1.6,0.204119983,1.1,0.041392685,1.35,0.130333768,1.091472,164,2.214843848,357,2.552668216,13.075,,0.756877,0.005122,0.175305,-0.048815,0.00134
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00012000,24-12-2019,12,1.079181246,P,E,0.2,-0.698970004,0.16,-0.795880017,0.18,-0.744727495,0.897549,700,2.84509804,659,2.818885415,13.075,,-0.206155,0.004664,0.194123,-0.036594,-0.000449
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00012500,24-12-2019,12.5,1.096910013,C,E,1.3,0.113943352,0.8,-0.096910013,1.05,0.021189299,1.139497,78,1.892094603,193,2.285557309,13.075,,0.650484,0.006057,0.19857,-0.060296,0.001169
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00012500,24-12-2019,12.5,1.096910013,P,E,0.35,-0.455931956,0.3,-0.522878745,0.325,-0.488116639,0.888126,501,2.699837726,550,2.740362689,13.075,,-0.322709,0.005872,0.246965,-0.045577,-0.00071
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00013000,24-12-2019,13,1.113943352,C,E,1.06,0.025305865,0.75,-0.124938737,0.905,-0.043351421,1.333724,184,2.264817823,438,2.641474111,13.075,,0.546939,0.006482,0.181551,-0.075543,0.00098
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00013000,24-12-2019,13,1.113943352,P,E,0.65,-0.187086643,0.3,-0.522878745,0.475,-0.32330639,1.333724,364,2.561101384,586,2.767897616,13.075,*,-0.453061,0.006482,0.181551,-0.075547,-0.001057
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00013500,24-12-2019,13.5,1.130333768,C,E,0.65,-0.187086643,0.45,-0.346787486,0.55,-0.259637311,1.12126,70,1.84509804,186,2.269512944,13.075,,0.437331,0.006447,0.214771,-0.063171,0.000811
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00013500,24-12-2019,13.5,1.130333768,P,E,1.13,0.053078443,0.6,-0.22184875,0.865,-0.062983893,0.950133,200,2.301029996,691,2.839478047,13.075,,-0.582971,0.006386,0.251056,-0.053004,-0.001328
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00014000,24-12-2019,14,1.146128036,C,E,0.5,-0.301029996,0.3,-0.522878745,0.4,-0.397940009,1.150135,174,2.240549248,306,2.485721426,13.075,,0.343538,0.006019,0.195479,-0.060503,0.000642
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00014000,24-12-2019,14,1.146128036,P,E,1.5,0.176091259,1.2,0.079181246,1.35,0.130333768,1.192081,210,2.322219295,329,2.517195898,13.075,,-0.649324,0.006065,0.19004,-0.063142,-0.00154
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00014500,24-12-2019,14.5,1.161368002,C,E,0.45,-0.346787486,0.21,-0.677780705,0.33,-0.48148606,1.306216,8,0.903089987,59,1.770852012,13.075,*,0.290834,0.005608,0.160382,-0.06403,0.000541
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00015000,24-12-2019,15,1.176091259,C,E,0.35,-0.455931956,0.32,-0.494850022,0.335,-0.474955193,1.462297,316,2.499687083,897,2.952792443,13.075,,0.254991,0.005254,0.13421,-0.067153,0.000471
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00015000,24-12-2019,15,1.176091259,P,E,2.43,0.385606274,1.83,0.26245109,2.13,0.328379603,1.200288,110,2.041392685,120,2.079181246,13.075,,-0.799283,0.00459,0.142864,-0.048069,-0.00197
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00016000,24-12-2019,16,1.204119983,C,E,0.28,-0.552841969,0.2,-0.698970004,0.24,-0.619788758,1.607284,381,2.580924976,1753,3.243781916,13.075,,0.183291,0.004342,0.100919,-0.061009,0.000339
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00016000,24-12-2019,16,1.204119983,P,E,3.34,0.523746467,2.75,0.439332694,3.045,0.483587297,1.299377,20,1.301029996,270,2.431363764,13.075,,-0.876966,0.003331,0.095759,-0.037692,-0.002272
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00017000,24-12-2019,17,1.230448921,C,E,0.2,-0.698970004,0.05,-1.301029996,0.125,-0.903089987,1.784642,7,0.84509804,620,2.792391689,13.075,*,0.143788,0.003708,0.077617,-0.05785,0.000264
VIX,CBOE,18-12-2019,12.58,VIXW  191224P00017000,24-12-2019,17,1.230448921,P,E,4.29,0.632457292,3.7,0.568201724,3.995,0.601516784,1.313663,14,1.146128036,13,1.113943352,13.075,*,-0.935019,0.002074,0.058978,-0.023627,-0.002538
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00018000,24-12-2019,18,1.255272505,C,E,0.19,-0.721246399,0.15,-0.823908741,0.17,-0.769551079,1.962,71,1.851258349,1209,3.082426301,13.075,,0.119225,0.003258,0.062031,-0.05588,0.000218
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00019000,24-12-2019,19,1.278753601,C,E,0.25,-0.602059991,0.05,-1.301029996,0.15,-0.823908741,2.062548,1,0,119,2.075546961,13.075,*,0.093661,0.002737,0.049563,-0.049343,0.000171
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00020000,24-12-2019,20,1.301029996,C,E,0.11,-0.958607315,0.05,-1.301029996,0.08,-1.096910013,2.163096,26,1.414973348,1040,3.017033339,13.075,*,0.075728,0.002333,0.040293,-0.044121,0.000138
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00021000,24-12-2019,21,1.322219295,C,E,0.3,-0.522878745,0.05,-1.301029996,0.175,-0.756961951,2.263645,20,1.301029996,365,2.562292864,13.075,*,0.062937,0.002023,0.033387,-0.040037,0.000115
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00025000,24-12-2019,25,1.397940009,C,E,0.08,-1.096910013,0.05,-1.301029996,0.065,-1.187086643,2.464741,205,2.311753861,7417,3.870228279,13.075,*,0.025786,0.000981,0.014873,-0.021146,0.000047
VIX,CBOE,18-12-2019,12.58,VIXW  191224C00027000,24-12-2019,27,1.431363764,C,E,0.06,-1.22184875,0.04,-1.397940009,0.05,-1.301029996,2.464741,15,1.176091259,1533,3.185542155,13.075,*,0.014041,0.000585,0.008871,-0.012613,0.000026
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00010000,31-12-2019,10,1,C,E,4.03,0.605305046,3.62,0.558708571,3.825,0.582631439,0.92764,12,1.079181246,54,1.73239376,13.8,*,0.974208,0.001544,0.025121,-0.005445,0.003351
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00011500,31-12-2019,11.5,1.06069784,C,E,2.6,0.414973348,2.1,0.322219295,2.35,0.371067862,0.92764,20,1.301029996,6,0.77815125,13.8,*,0.872747,0.005366,0.087278,-0.019448,0.00334
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00012000,31-12-2019,12,1.079181246,C,E,2.05,0.311753861,1.72,0.235528447,1.885,0.275311355,0.92764,24,1.380211242,367,2.564666064,13.8,*,0.814257,0.006889,0.11205,-0.025022,0.003199
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00012500,31-12-2019,12.5,1.096910013,C,E,1.95,0.290034611,1.45,0.161368002,1.7,0.230448921,0.92764,58,1.763427994,83,1.919078092,13.8,,0.744715,0.008272,0.134538,-0.030081,0.002992
VIX,CBOE,18-12-2019,12.58,VIXW  191231P00012500,31-12-2019,12.5,1.096910013,P,E,0.58,-0.236572006,0.18,-0.744727495,0.38,-0.420216403,0.92764,27,1.431363764,37,1.568201724,13.8,*,-0.255285,0.008272,0.134538,-0.030145,-0.001361
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00013000,31-12-2019,13,1.113943352,C,E,1.69,0.227886705,1.2,0.079181246,1.445,0.159867847,0.99907,55,1.740362689,202,2.305351369,13.8,,0.660367,0.009429,0.142399,-0.036963,0.002676
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00013500,31-12-2019,13.5,1.130333768,C,E,1.45,0.161368002,0.98,-0.008773924,1.215,0.084576278,1.043447,47,1.672097858,78,1.892094603,13.8,,0.583256,0.010046,0.145264,-0.04115,0.002386
VIX,CBOE,18-12-2019,12.58,VIXW  191231P00013500,31-12-2019,13.5,1.130333768,P,E,1.14,0.056904851,0.7,-0.15490196,0.92,-0.036212173,1.048311,1,0,23,1.361727836,13.8,,-0.416771,0.010046,0.144592,-0.041357,-0.002318
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00014000,31-12-2019,14,1.146128036,C,E,1.3,0.113943352,0.83,-0.080921908,1.065,0.027349608,1.125515,10,1,443,2.646403726,13.8,,0.514584,0.010264,0.137589,-0.045361,0.002108
VIX,CBOE,18-12-2019,12.58,VIXW  191231P00014000,31-12-2019,14,1.146128036,P,E,1.48,0.170261715,1.01,0.004321374,1.245,0.095169351,1.106214,1,0,42,1.62324929,13.8,,-0.48661,0.010265,0.140004,-0.044578,-0.002767
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00014500,31-12-2019,14.5,1.161368002,C,E,1.15,0.06069784,0.68,-0.167491087,0.915,-0.038578906,1.173692,5,0.698970004,35,1.544068044,13.8,,0.45371,0.010201,0.13114,-0.047024,0.001867
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00015000,31-12-2019,15,1.176091259,C,E,1,0,0.58,-0.236572006,0.79,-0.102372909,1.218829,53,1.72427587,481,2.682145076,13.8,,0.400242,0.009948,0.123144,-0.047626,0.001653
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00016000,31-12-2019,16,1.204119983,C,E,0.75,-0.124938737,0.5,-0.301029996,0.625,-0.204119983,1.331597,41,1.612783857,81,1.908485019,13.8,,0.318892,0.009193,0.104165,-0.048093,0.001319
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00017000,31-12-2019,17,1.230448921,C,E,0.55,-0.259637311,0.4,-0.397940009,0.475,-0.32330639,1.393604,14,1.146128036,482,2.683047038,13.8,,0.250927,0.008197,0.088746,-0.044885,0.001044
VIX,CBOE,18-12-2019,12.58,VIXW  191231P00017000,31-12-2019,17,1.230448921,P,E,4,0.602059991,3.45,0.537819095,3.725,0.571126277,1.456218,10,1,26,1.414973348,13.8,,-0.736066,0.008415,0.08719,-0.047992,-0.004832
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00018000,31-12-2019,18,1.255272505,C,E,0.64,-0.193820026,0.3,-0.522878745,0.47,-0.327902142,1.560475,57,1.755874856,1176,3.070407322,13.8,*,0.22169,0.007656,0.074027,-0.046946,0.000912
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00020000,31-12-2019,20,1.301029996,C,E,0.4,-0.397940009,0.15,-0.823908741,0.275,-0.560667306,1.742848,119,2.075546961,1934,3.28645647,13.8,*,0.164067,0.006367,0.055121,-0.043608,0.000673
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00022000,31-12-2019,22,1.342422681,C,E,0.25,-0.602059991,0.07,-1.15490196,0.16,-0.795880017,1.813669,30,1.477121255,81,1.908485019,13.8,*,0.113476,0.00495,0.041178,-0.035281,0.000469
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00026000,31-12-2019,26,1.414973348,C,E,0.3,-0.522878745,0.1,-1,0.2,-0.698970004,1.813669,151,2.178976947,41,1.612783857,13.8,*,0.044408,0.002414,0.020085,-0.01721,0.000188
VIX,CBOE,18-12-2019,12.58,VIXW  191231C00030000,31-12-2019,30,1.477121255,C,E,0.27,-0.568636236,0.05,-1.301029996,0.16,-0.795880017,1.813669,2,0.301029996,1556,3.192009593,13.8,*,0.01682,0.001076,0.008948,-0.007667,0.000072
VIX,CBOE,18-12-2019,12.58,VIXW  200108C00011500,08-01-2020,11.5,1.06069784,C,E,3.1,0.491361694,2.17,0.336459734,2.635,0.42078062,0.948919,2,0.301029996,19,1.278753601,14.4,*,0.866011,0.007403,0.066415,-0.016799,0.005297
VIX,CBOE,18-12-2019,12.58,VIXW  200108C00012500,08-01-2020,12.5,1.096910013,C,E,3,0.477121255,1.35,0.130333768,2.175,0.337459261,0.948919,2,0.301029996,69,1.838849091,14.4,*,0.770022,0.010406,0.09336,-0.023714,0.004944
VIX,CBOE,18-12-2019,12.58,VIXW  200108P00014500,08-01-2020,14.5,1.161368002,P,E,2.43,0.385606274,0.6,-0.22184875,1.515,0.180412633,1.00152,2,0.301029996,3,0.477121255,14.4,*,-0.464023,0.013617,0.11575,-0.032843,-0.004582
VIX,CBOE,18-12-2019,12.58,VIXW  200108C00015000,08-01-2020,15,1.176091259,C,E,2,0.301029996,0.3,-0.522878745,1.15,0.06069784,1.113823,9,0.954242509,88,1.944482672,14.4,*,0.491565,0.01367,0.104482,-0.036682,0.003306
VIX,CBOE,18-12-2019,12.58,VIXW  200108C00016000,08-01-2020,16,1.204119983,C,E,1.8,0.255272505,0.3,-0.522878745,1.05,0.021189299,1.220265,1,0,23,1.361727836,14.4,*,0.414091,0.013355,0.093169,-0.039275,0.002786
VIX,CBOE,18-12-2019,12.58,VIXW  200108P00016000,08-01-2020,16,1.204119983,P,E,3.55,0.550228353,1.75,0.243038049,2.65,0.423245874,1.087936,1,0,1,0,14.4,*,-0.609063,0.013159,0.102968,-0.034427,-0.006376
VIX,CBOE,18-12-2019,12.58,VIXW  200108C00018000,08-01-2020,18,1.255272505,C,E,1.6,0.204119983,0.4,-0.397940009,1,0,1.390088,4,0.602059991,84,1.924279286,14.4,*,0.305668,0.012017,0.073593,-0.040274,0.002057
VIX,CBOE,18-12-2019,12.58,VIXW  200108C00020000,08-01-2020,20,1.301029996,C,E,0.55,-0.259637311,0.2,-0.698970004,0.375,-0.425968732,1.420357,27,1.431363764,363,2.559906625,14.4,*,0.211407,0.009916,0.059435,-0.033966,0.001449
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00011500,15-01-2020,11.5,1.06069784,C,E,3.78,0.5774918,2.82,0.450249108,3.3,0.51851394,0.957428,15,1.176091259,23,1.361727836,14.625,*,0.851529,0.00932,0.060094,-0.015927,0.006834
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00012000,15-01-2020,12,1.079181246,C,E,3.25,0.511883361,2.39,0.378397901,2.82,0.450249108,0.957428,10,1,121,2.08278537,14.625,*,0.811032,0.010885,0.070185,-0.018649,0.006674
VIX,CBOE,18-12-2019,12.58,VIXW  200115P00012000,15-01-2020,12,1.079181246,P,E,0.45,-0.346787486,0.1,-1,0.275,-0.560667306,0.957428,4,0.602059991,4,0.602059991,14.625,*,-0.188968,0.010885,0.070185,-0.018777,-0.002427
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00012500,15-01-2020,12.5,1.096910013,C,E,3.15,0.498310554,2.3,0.361727836,2.725,0.435366507,0.957428,324,2.51054501,190,2.278753601,14.625,,0.766383,0.012328,0.079486,-0.021158,0.006448
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00013000,15-01-2020,13,1.113943352,C,E,2.55,0.40654018,2,0.301029996,2.275,0.356981401,0.86457,14,1.146128036,104,2.017033339,14.625,,0.730222,0.013302,0.094981,-0.020634,0.006392
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00013500,15-01-2020,13.5,1.130333768,C,E,2.23,0.348304863,1.5,0.176091259,1.865,0.270678836,0.793444,37,1.568201724,128,2.10720997,14.625,,0.682748,0.014341,0.111576,-0.020434,0.006181
VIX,CBOE,18-12-2019,12.58,VIXW  200115P00013500,15-01-2020,13.5,1.130333768,P,E,1.3,0.113943352,0.2,-0.698970004,0.75,-0.124938737,0.793444,10,1,52,1.716003344,14.625,*,-0.317252,0.014341,0.111576,-0.020489,-0.004057
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00014000,15-01-2020,14,1.146128036,C,E,2.25,0.352182518,1.2,0.079181246,1.725,0.236789099,0.887366,29,1.462397998,64,1.806179974,14.625,,0.618244,0.015346,0.106759,-0.02448,0.005571
VIX,CBOE,18-12-2019,12.58,VIXW  200115P00014000,15-01-2020,14,1.146128036,P,E,1.55,0.190331698,0.5,-0.301029996,1.025,0.010723865,0.887366,22,1.342422681,110,2.041392685,14.625,*,-0.381756,0.015346,0.106759,-0.02451,-0.005047
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00015000,15-01-2020,15,1.176091259,C,E,1.8,0.255272505,1.3,0.113943352,1.55,0.190331698,1.06822,51,1.707570176,106,2.025305865,14.625,,0.524393,0.016027,0.092617,-0.030806,0.004659
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00016000,15-01-2020,16,1.204119983,C,E,1.65,0.217483944,1.05,0.021189299,1.35,0.130333768,1.17202,34,1.531478917,67,1.826074803,14.625,,0.453541,0.015948,0.083998,-0.033649,0.004024
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00017000,15-01-2020,17,1.230448921,C,E,1.6,0.204119983,0.85,-0.070581074,1.225,0.088136089,1.282964,32,1.505149978,169,2.227886705,14.625,,0.401739,0.015567,0.074903,-0.035966,0.003542
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00018000,15-01-2020,18,1.255272505,C,E,1.35,0.130333768,0.7,-0.15490196,1.025,0.010723865,1.314575,210,2.322219295,49,1.69019608,14.625,,0.347515,0.014869,0.069824,-0.035208,0.003091
VIX,CBOE,18-12-2019,12.58,VIXW  200115P00018000,15-01-2020,18,1.255272505,P,E,4.71,0.673020907,3.42,0.534026106,4.065,0.60906055,1.085165,4,0.602059991,1,0,14.625,,-0.707061,0.013842,0.078743,-0.026896,-0.010912
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00019000,15-01-2020,19,1.278753601,C,E,0.96,-0.017728767,0.55,-0.259637311,0.755,-0.122053048,1.266094,10,1,8,0.903089987,14.625,,0.282433,0.013605,0.066335,-0.031035,0.002574
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00020000,15-01-2020,20,1.301029996,C,E,1.15,0.06069784,0.5,-0.301029996,0.825,-0.083546051,1.266094,43,1.633468456,48,1.681241237,14.625,*,0.23495,0.012367,0.060298,-0.028215,0.002167
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00021000,15-01-2020,21,1.322219295,C,E,1.05,0.021189299,0.1,-1,0.575,-0.240332155,1.266094,31,1.491361694,3,0.477121255,14.625,*,0.194212,0.011069,0.053972,-0.025258,0.00181
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00023000,15-01-2020,23,1.361727836,C,E,0.95,-0.022276395,0.05,-1.301029996,0.5,-0.301029996,1.266094,5,0.698970004,10,1,14.625,*,0.130673,0.008545,0.041662,-0.019501,0.001239
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00024000,15-01-2020,24,1.380211242,C,E,0.95,-0.022276395,0.25,-0.602059991,0.6,-0.22184875,1.266094,4,0.602059991,5,0.698970004,14.625,*,0.10653,0.007395,0.036058,-0.016879,0.001017
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00025000,15-01-2020,25,1.397940009,C,E,0.9,-0.045757491,0.05,-1.301029996,0.475,-0.32330639,1.266094,1,0,1,0,14.625,*,0.086568,0.006349,0.030957,-0.014492,0.000832
VIX,CBOE,18-12-2019,12.58,VIXW  200115C00030000,15-01-2020,30,1.477121255,C,E,0.7,-0.15490196,0.15,-0.823908741,0.425,-0.37161107,1.266094,30,1.477121255,11,1.041392685,14.625,*,0.029732,0.002718,0.013253,-0.006205,0.000293
VIX,CBOE,18-12-2019,12.58,VIX   200122C00010000,22-01-2020,10,1,C,E,4.9,0.69019608,4.7,0.672097858,4.8,0.681241237,0.655601,250,2.397940009,1589,3.201123897,14.825,*,0.979737,0.002235,0.01636,-0.001871,0.009194
VIX,CBOE,18-12-2019,12.58,VIX   200122C00010500,22-01-2020,10.5,1.021189299,C,E,4.4,0.643452676,4.3,0.633468456,4.35,0.638489257,0.655601,14,1.146128036,38,1.579783597,14.825,*,0.964623,0.003558,0.02605,-0.003144,0.009439
